pwc_task_label,pwc_area_label,record_count,task_total_records,area_total_records
Cough Classification,Computer Vision,1,8,54472
Skill Generalization,General,1,6,114234
Skill Generalization,Natural Language Processing,1,6,40996
Described Object Detection,Natural Language Processing,1,8,40996
Extreme Multi-Label Classification,Sequential,1,75,6593
TAR,Reinforcement Learning,1,111,6988
Named Entity Recognition In Vietnamese,General,1,5,114234
Symmetry Detection,General,1,49,114234
3D Holography,General,1,4,114234
Face Identification,Sequential,1,142,6593
BIG-bench Machine Learning,Audio,1,10008,488
Geometry-aware processing,Graphs,1,1,12318
Second-order methods,Graphs,1,181,12318
Geometry Problem Solving,Graphs,1,27,12318
Mathematical Question Answering,Graphs,1,11,12318
Exemplar-Free Counting,Computer Vision,1,9,54472
Rain Removal,Reinforcement Learning,1,315,6988
Liver Segmentation,Natural Language Processing,1,86,40996
Unsupervised Facial Landmark Detection on MAFL,Computer Vision,1,1,54472
Unsupervised Facial Landmark Detection,General,1,15,114234
Unsupervised Facial Landmark Detection on MAFL,General,1,1,114234
Unsupervised Keypoint Estimation,General,1,6,114234
Second-order methods,Reinforcement Learning,1,181,6988
Cross Document Coreference Resolution,Graphs,1,21,12318
Workflow Discovery,Sequential,1,2,6593
Workflow Discovery,Natural Language Processing,1,2,40996
3D Multi-Person Human Pose Estimation,Graphs,1,8,12318
Event Relation Extraction,Reinforcement Learning,1,17,6988
Temporal Relation Classification,Reinforcement Learning,1,27,6988
Hallucination Pair-wise Detection (1-ref),Computer Vision,1,3,54472
Hallucination Pair-wise Detection (4-ref),Computer Vision,1,2,54472
Human Judgment Classification,Computer Vision,1,2,54472
Human Judgment Correlation,Computer Vision,1,5,54472
Long Term Anticipation,Natural Language Processing,1,7,40996
Brain Decoding,Audio,1,118,488
Feature Importance,Audio,1,889,488
Conversational Response Selection,Graphs,1,44,12318
Pedestrian Attribute Recognition,Reinforcement Learning,1,56,6988
Personality Recognition in Conversation,General,1,3,114234
Personalized and Emotional Conversation,General,1,2,114234
Emotional Dialogue Acts,Natural Language Processing,1,4,40996
Personality Recognition in Conversation,Natural Language Processing,1,3,40996
Personalized and Emotional Conversation,Natural Language Processing,1,2,40996
Generalization Bounds,Reinforcement Learning,1,685,6988
Code Comment Generation,Graphs,1,10,12318
Comment Generation,Graphs,1,65,12318
6D Pose Estimation,Sequential,1,255,6593
Face Image Retrieval,Graphs,1,15,12318
Zero-Shot Cross-Lingual Image-to-Text Retrieval,Computer Vision,1,3,54472
Zero-Shot Cross-Lingual Text-to-Image Retrieval,Computer Vision,1,3,54472
Zero-Shot Cross-Lingual Visual Natural Language Inference,Computer Vision,1,3,54472
Zero-Shot Cross-Lingual Visual Question Answering,Computer Vision,1,2,54472
Zero-Shot Cross-Lingual Visual Reasoning,Computer Vision,1,2,54472
Multi-Instance Retrieval,Graphs,1,19,12318
Object State Change Classification,Graphs,1,9,12318
Object State Change Classification on Ego4D,Graphs,1,2,12318
Mathematical Reasoning,Sequential,1,805,6593
Action Assessment,Natural Language Processing,1,15,40996
Video Similarity,Natural Language Processing,1,24,40996
Speech Representation Learning,Reinforcement Learning,1,131,6988
Voice Cloning,Reinforcement Learning,1,112,6988
Historical Color Image Dating,Computer Vision,1,6,54472
Unsupervised face recognition,Graphs,1,5,12318
Document-level Event Extraction,Natural Language Processing,1,30,40996
Blind Face Restoration,Natural Language Processing,1,55,40996
Playing the Game of 2048,Graphs,1,57,12318
Referring Image Matting,General,1,3,114234
Long-tail Learning on CIFAR-10-LT (ρ=100),General,1,2,114234
Long-tail Learning on CIFAR-10-LT (ρ=100),Computer Vision,1,2,54472
Error Understanding,Computer Vision,1,9,54472
Time Series Denoising,General,1,4,114234
Time Series Denoising,Computer Vision,1,4,54472
Cross-Domain Activity Recognition,General,1,6,114234
Cross-Domain Activity Recognition,Computer Vision,1,6,54472
Phoneme Recognition,Graphs,1,103,12318
Point- of-no-return (PNR) temporal localization,General,1,2,114234
Seismic Interpretation,Graphs,1,20,12318
Zeroshot Video Question Answer,General,1,2,114234
Zeroshot Video Question Answer,Natural Language Processing,1,2,40996
Speech Extraction,Graphs,1,48,12318
Context-specific Spam Detection,General,1,1,114234
Context-specific Spam Detection,Natural Language Processing,1,1,40996
Seizure prediction,Graphs,1,57,12318
Quantum Chemistry Regression,Computer Vision,1,4,54472
Image Paragraph Captioning,Reinforcement Learning,1,17,6988
Asthmatic Lung Sound Classification,General,1,3,114234
Railway Track Image Classification,General,1,2,114234
Asthmatic Lung Sound Classification,Computer Vision,1,3,54472
Handwritten Mathmatical Expression Recognition,Computer Vision,1,16,54472
Railway Track Image Classification,Computer Vision,1,2,54472
Robot Task Planning,Computer Vision,1,48,54472
10-shot image generation,Audio,1,29,488
16k,Audio,1,145,488
2D Object Detection,Audio,1,210,488
3D dense captioning,Audio,1,25,488
3D Face Alignment,Audio,1,26,488
3D Facial Expression Recognition,Audio,1,13,488
3D Facial Landmark Localization,Audio,1,8,488
3D Hand Pose Estimation,Audio,1,178,488
3D Instance Segmentation,Audio,1,153,488
3D Lane Detection,Audio,1,54,488
3D Multi-Object Tracking,Audio,1,101,488
3D Place Recognition,Audio,1,27,488
Abstractive Text Summarization,Audio,1,823,488
Arithmetic Reasoning,Audio,1,175,488
Articles,Audio,1,3983,488
Asthmatic Lung Sound Classification,Audio,1,3,488
Click-Through Rate Prediction,Audio,1,390,488
Color Image Denoising,Audio,1,51,488
Common Sense Reasoning,Audio,1,929,488
Cross-Domain Few-Shot Object Detection,Audio,1,17,488
Deblurring,Audio,1,998,488
DeepFake Detection,Audio,1,579,488
Depth Estimation,Audio,1,2446,488
Drug Discovery,Audio,1,1336,488
EEG 4 classes,Audio,1,5,488
Face Detection,Audio,1,532,488
Face Recognition,Audio,1,2326,488
Fake Image Detection,Audio,1,37,488
Fine-Grained Image Classification,Audio,1,352,488
Fracture detection,Audio,1,40,488
Fraud Detection,Audio,1,545,488
Gloss-free Sign Language Translation,Audio,1,20,488
Graph Classification,Audio,1,924,488
Handwritten Mathmatical Expression Recognition,Audio,1,16,488
Hateful Meme Classification,Audio,1,17,488
Highlight Detection,Audio,1,77,488
Image Captioning,Audio,1,1858,488
Image Dehazing,Audio,1,294,488
License Plate Detection,Audio,1,39,488
Long-range modeling,Audio,1,95,488
Medical Image Segmentation,Audio,1,2087,488
Meme Classification,Audio,1,59,488
Monocular Depth Estimation,Audio,1,875,488
Multimodal Emotion Recognition,Audio,1,179,488
Multimodal Intent Recognition,Audio,1,16,488
Multi-Object Tracking,Audio,1,670,488
NavSim,Audio,1,26,488
Novel View Synthesis,Audio,1,1437,488
Object Detection,Audio,1,10925,488
Object Detection In Aerial Images,Audio,1,107,488
Object Rearrangement,Audio,1,63,488
Object Tracking,Audio,1,1960,488
Person Re-Identification,Audio,1,1486,488
Phone-level pronunciation scoring,Audio,1,10,488
Railway Track Image Classification,Audio,1,2,488
Real-Time Object Detection,Audio,1,258,488
Rgb-T Tracking,Audio,1,55,488
Robot Manipulation,Audio,1,428,488
Robot Manipulation Generalization,Audio,1,19,488
Robot Task Planning,Audio,1,48,488
Table-to-Text Generation,Audio,1,66,488
Temporal Relation Extraction,Audio,1,88,488
Text to 3D,Audio,1,314,488
Text-to-Image Generation,Audio,1,1081,488
Universal Domain Adaptation,Audio,1,55,488
Video deraining,Audio,1,30,488
Video Question Answering,Audio,1,458,488
Virtual Try-on,Audio,1,275,488
Visual Object Tracking,Audio,1,338,488
Zero-Shot Video Question Answer,Audio,1,85,488
3D Face Alignment,Natural Language Processing,1,26,40996
3D Facial Expression Recognition,Natural Language Processing,1,13,40996
3D Facial Landmark Localization,Natural Language Processing,1,8,40996
Asthmatic Lung Sound Classification,Natural Language Processing,1,3,40996
EEG 4 classes,Natural Language Processing,1,5,40996
License Plate Detection,Natural Language Processing,1,39,40996
Railway Track Image Classification,Natural Language Processing,1,2,40996
Universal Domain Adaptation,Natural Language Processing,1,55,40996
3D dense captioning,Reinforcement Learning,1,25,6988
3D Face Alignment,Reinforcement Learning,1,26,6988
3D Facial Expression Recognition,Reinforcement Learning,1,13,6988
3D Facial Landmark Localization,Reinforcement Learning,1,8,6988
3D Hand Pose Estimation,Reinforcement Learning,1,178,6988
3D Lane Detection,Reinforcement Learning,1,54,6988
3D Multi-Object Tracking,Reinforcement Learning,1,101,6988
3D Place Recognition,Reinforcement Learning,1,27,6988
Asthmatic Lung Sound Classification,Reinforcement Learning,1,3,6988
Color Image Denoising,Reinforcement Learning,1,51,6988
Cross-Domain Few-Shot Object Detection,Reinforcement Learning,1,17,6988
Deblurring,Reinforcement Learning,1,998,6988
EEG 4 classes,Reinforcement Learning,1,5,6988
Fake Image Detection,Reinforcement Learning,1,37,6988
Gloss-free Sign Language Translation,Reinforcement Learning,1,20,6988
Handwritten Mathmatical Expression Recognition,Reinforcement Learning,1,16,6988
Hateful Meme Classification,Reinforcement Learning,1,17,6988
Image Dehazing,Reinforcement Learning,1,294,6988
License Plate Detection,Reinforcement Learning,1,39,6988
Long-range modeling,Reinforcement Learning,1,95,6988
Meme Classification,Reinforcement Learning,1,59,6988
Multimodal Emotion Recognition,Reinforcement Learning,1,179,6988
Multimodal Intent Recognition,Reinforcement Learning,1,16,6988
Object Rearrangement,Reinforcement Learning,1,63,6988
Phone-level pronunciation scoring,Reinforcement Learning,1,10,6988
Railway Track Image Classification,Reinforcement Learning,1,2,6988
Rgb-T Tracking,Reinforcement Learning,1,55,6988
Robot Manipulation Generalization,Reinforcement Learning,1,19,6988
Robot Task Planning,Reinforcement Learning,1,48,6988
Table-to-Text Generation,Reinforcement Learning,1,66,6988
Text to 3D,Reinforcement Learning,1,314,6988
Universal Domain Adaptation,Reinforcement Learning,1,55,6988
Video deraining,Reinforcement Learning,1,30,6988
Virtual Try-on,Reinforcement Learning,1,275,6988
Weakly Supervised Action Localization,Reinforcement Learning,1,55,6988
Zero-Shot Video Question Answer,Reinforcement Learning,1,85,6988
陕西、四川、重庆地区2017-2022年末人口数（如图1-7所示）中，陕西省人口数较稳 定，维持在3940万人，四川和重庆均呈上升趋势。,General,1,1,114234
陕西、四川、重庆地区2017-2022年末人口数（如图1-7所示）中，陕西省人口数较稳 定，维持在3940万人，四川和重庆均呈上升趋势。,Natural Language Processing,1,1,40996
Occlusion Handling,Sequential,1,93,6593
Aspect Category Sentiment Analysis,Computer Vision,1,18,54472
Robust Camera Only 3D Object Detection,Computer Vision,1,12,54472
Medical waveform analysis,General,1,2,114234
Robust Camera Only 3D Object Detection,Natural Language Processing,1,12,40996
Retinal OCT Disease Classification,Graphs,1,12,12318
Oriented Object Detection,Reinforcement Learning,1,123,6988
Semantic Dependency Parsing,Graphs,1,49,12318
Attribute Extraction,Graphs,1,59,12318
Virology,General,1,29,114234
Supervised Defect Detection,Graphs,1,8,12318
Object Detection In Indoor Scenes,General,1,9,114234
Object Detection In Indoor Scenes,Computer Vision,1,9,54472
Safe Exploration,Graphs,1,135,12318
Story Completion,Computer Vision,1,17,54472
Boundary Captioning,Natural Language Processing,1,4,40996
Noise Estimation,Reinforcement Learning,1,114,6988
Speech Extraction,Sequential,1,48,6593
Contour Detection,Graphs,1,69,12318
Diabetic Retinopathy Detection,Graphs,1,53,12318
Pitch Classification,General,1,3,114234
Pitch Classification,Computer Vision,1,3,54472
Multibehavior Recommendation,General,1,4,114234
Noisy Speech Recognition,Natural Language Processing,1,13,40996
Earth Surface Forecasting,Natural Language Processing,1,7,40996
Label Error Detection,Reinforcement Learning,1,12,6988
Respiratory motion forecasting,General,1,3,114234
Composed Image Retrieval (CoIR),Graphs,1,14,12318
Point-interactive Image Colorization,Natural Language Processing,1,4,40996
Point-interactive Image Colorization,Computer Vision,1,4,54472
Mortality Prediction,Reinforcement Learning,1,188,6988
Entity Typing on DH-KGs,General,1,1,114234
Link prediction on DH-KGs,General,1,1,114234
Systematic Generalization,Reinforcement Learning,1,124,6988
Pansharpening,Graphs,1,78,12318
Long-tail Learning on CIFAR-10-LT (ρ=100),Graphs,1,2,12318
Small Language Model,Sequential,1,109,6593
Weight Space Learning,Natural Language Processing,1,6,40996
Gender Bias Detection,Reinforcement Learning,1,17,6988
Stereotypical Bias Analysis,Reinforcement Learning,1,5,6988
Stereotypical Bias Analysis,Computer Vision,1,5,54472
Reference-based Super-Resolution,Natural Language Processing,1,26,40996
Interactive Recommendation,Computer Vision,1,40,54472
Single Image Haze Removal,Graphs,1,18,12318
Violence and Weaponized Violence Detection,Graphs,1,5,12318
Key-Frame-based Video Super-Resolution (K = 15),General,1,1,114234
Key-Frame-based Video Super-Resolution (K = 15),Computer Vision,1,1,54472
NeRF,Sequential,1,1710,6593
Novel View Synthesis,Sequential,1,1437,6593
Vertical Federated Learning,Reinforcement Learning,1,194,6988
Single-View 3D Reconstruction,Graphs,1,96,12318
Binary Condescension Detection,General,1,5,114234
Multi-label Condescension Detection,General,1,5,114234
Binary Condescension Detection,Natural Language Processing,1,5,40996
Multi-label Condescension Detection,Natural Language Processing,1,5,40996
EEG 4 classes,Graphs,1,5,12318
Text-Independent Speaker Recognition,Computer Vision,1,21,54472
Steiner Tree Problem,General,1,17,114234
Episode Classification,General,1,1,114234
Ad-Hoc Information Retrieval,Computer Vision,1,41,54472
Weakly-supervised Anomaly Detection,Sequential,1,32,6593
Explainable Models,Sequential,1,128,6593
Human-Human Interaction Recognition,Graphs,1,3,12318
Human-Human Interaction Recognition,Computer Vision,1,3,54472
Malware Family Detection,General,1,4,114234
Malware Type Detection,General,1,1,114234
Malware Family Detection,Natural Language Processing,1,4,40996
Malware Type Detection,Natural Language Processing,1,1,40996
Malware Type Detection,Computer Vision,1,1,54472
Humanoid Control,Natural Language Processing,1,37,40996
MME,Graphs,1,95,12318
Lexical Analysis,Computer Vision,1,56,54472
drone-based object tracking,General,1,4,114234
Object Detection In Aerial Images,Graphs,1,107,12318
Music Genre Classification,Sequential,1,56,6593
Multimedia Generative Script Learning,Graphs,1,1,12318
Exemplar-Free Counting,Natural Language Processing,1,9,40996
Circulatory Failure,General,1,5,114234
Sparse Learning,Graphs,1,183,12318
Online Vectorized HD Map Construction,Natural Language Processing,1,10,40996
